Window;1;Noise Spectrum;
Trace;1;
1.0000000000;-75.4765853882;
1.0115795135;-75.4068908691;
1.0232930183;-75.4147262573;
1.0351421833;-75.4957885742;
1.0471285582;-75.5768508911;
1.0592536926;-75.6579132080;
1.0715192556;-75.7389831543;
1.0839269161;-75.8706893921;
1.0964782238;-76.1555709839;
1.1091748476;-76.4404602051;
1.1220184565;-76.7253417969;
1.1350108385;-77.0102310181;
1.1481536627;-77.3595809937;
1.1614485979;-77.8716506958;
1.1748975515;-78.3837203979;
1.1885021925;-78.8957901001;
1.2022644281;-79.4078598022;
1.2161860466;-80.0490264893;
1.2302688360;-80.7808380127;
1.2445145845;-81.5126342773;
1.2589254379;-82.2444458008;
1.2735030651;-82.9899826050;
1.2882494926;-83.8255844116;
1.3031667471;-84.6611938477;
1.3182567358;-85.4968032837;
1.3335214853;-86.3324127197;
1.3489629030;-86.9712524414;
1.3645831347;-87.5868530273;
1.3803843260;-88.2024612427;
1.3963683844;-88.8180618286;
1.4125375748;-89.2007064819;
1.4288939238;-89.5434265137;
1.4454398155;-89.8861465454;
1.4621771574;-90.2288665771;
1.4791084528;-90.3608169556;
1.4962356091;-90.4912109375;
1.5135612488;-90.6216049194;
1.5310875177;-90.6499404907;
1.5488165617;-90.4355392456;
1.5667510033;-90.2211303711;
1.5848932266;-90.0067214966;
1.6032453775;-89.7532577515;
1.6218100786;-89.4867782593;
1.6405898333;-89.2202987671;
1.6595869064;-89.0410079956;
1.6788040400;-89.0282974243;
1.6982436180;-89.0155868530;
1.7179083824;-89.0273513794;
1.7378008366;-89.3884124756;
1.7579236031;-89.7494659424;
1.7782794237;-90.1105270386;
1.7988709211;-90.8232498169;
1.8197008371;-91.5721893311;
1.8407719135;-92.3211288452;
1.8620871305;-93.2398071289;
1.8836491108;-94.1864395142;
1.9054607153;-95.1330718994;
1.9275249243;-96.0452880859;
1.9498445988;-96.9542541504;
1.9724227190;-97.8435974121;
1.9952623844;-98.4546508789;
2.0183663368;-99.0657043457;
2.0417380333;-99.2868499756;
2.0653800964;-98.6329803467;
2.0892961025;-97.9791107178;
2.1134889126;-97.1132125854;
2.1379621029;-96.1256561279;
2.1627185345;-95.1532287598;
2.1877615452;-94.5218048096;
2.2130947113;-93.8903808594;
2.2387211323;-93.5063323975;
2.2646441460;-93.3464508057;
2.2908678055;-93.2166290283;
2.3173947334;-93.4433975220;
2.3442287445;-93.6701583862;
2.3713736534;-93.9535903931;
2.3988327980;-94.2615509033;
2.4266099930;-94.4671020508;
2.4547088146;-94.5066299438;
2.4831330776;-94.5293579102;
2.5118863583;-94.4347991943;
2.5409727097;-94.3402328491;
2.5703957081;-94.1576461792;
2.6001594067;-93.9680480957;
2.6302678585;-93.1924972534;
2.6607251167;-92.2530746460;
2.6915347576;-91.1315002441;
2.7227013111;-89.9274597168;
2.7542285919;-88.9243774414;
2.7861211300;-88.0321121216;
2.8183827400;-87.3714523315;
2.8510184288;-86.8367691040;
2.8840315342;-86.5164260864;
2.9174270630;-86.2898178101;
2.9512093067;-86.2712631226;
2.9853825569;-86.3091201782;
3.0199515820;-86.5836944580;
3.0549211502;-86.9057083130;
3.0902955532;-87.4954147339;
3.1260793209;-88.1898803711;
3.1622776985;-89.1299514771;
3.1988949776;-90.2659149170;
3.2359364033;-91.5659255981;
3.2734067440;-92.9042434692;
3.3113110065;-94.1267852783;
3.3496541977;-94.5723114014;
3.3884413242;-94.6537933350;
3.4276781082;-94.3456878662;
3.4673686028;-94.1979522705;
3.5075187683;-94.1938400269;
3.5481340885;-94.5142135620;
3.5892193317;-95.0372314453;
3.6307804585;-95.5854949951;
3.6728229523;-95.8193817139;
3.7153522968;-95.5278549194;
3.7583739758;-94.9708862305;
3.8018937111;-94.4843673706;
3.8459177017;-94.3765563965;
3.8904511929;-94.5858764648;
3.9355010986;-95.2253646851;
3.9810719490;-96.3124694824;
4.0271706581;-97.4947662354;
4.0738029480;-98.5843353271;
4.1209754944;-98.6393890381;
4.1686940193;-97.5514678955;
4.2169651985;-95.8371353149;
4.2657952309;-93.7980422974;
4.3151907921;-91.8744430542;
4.3651580811;-90.4078140259;
4.4157042503;-89.4542846680;
4.4668354988;-89.0832138062;
4.5185589790;-89.3404998779;
4.5708823204;-90.3455581665;
4.6238102913;-91.9781417847;
4.6773514748;-93.8569107056;
4.7315125465;-95.2081451416;
4.7863011360;-95.3423995972;
4.8417239189;-94.1779785156;
4.8977880478;-92.7184829712;
4.9545016289;-91.8843536377;
5.0118722916;-91.8910369873;
5.0699067116;-92.6788864136;
5.1286134720;-94.0489349365;
5.1880002022;-95.5407714844;
5.2480750084;-96.5652770996;
5.3088445663;-96.7435073853;
5.3703184128;-96.0061569214;
5.4325037003;-94.6680526733;
5.4954090118;-93.4277496338;
5.5590424538;-92.9069976807;
5.6234130859;-93.0166091919;
5.6885290146;-94.3601608276;
5.7543992996;-98.6822662354;
5.8210320473;-105.3982391357;
5.8884363174;-106.0987777710;
5.9566211700;-104.4045486450;
6.0255956650;-103.2863845825;
6.0953693390;-102.7576293945;
6.1659502983;-102.0382385254;
6.2373485565;-100.5733108521;
6.3095736504;-98.7105941772;
6.3826351166;-97.0032806396;
6.4565424919;-95.2483215332;
6.5313053131;-94.6419677734;
6.6069345474;-95.1679840088;
6.6834387779;-96.2454986572;
6.7608294487;-96.6914749146;
6.8391160965;-96.1539230347;
6.9183092117;-97.2537689209;
6.9984202385;-98.9872970581;
7.0794582367;-99.3699951172;
7.1614346504;-98.2215728760;
7.2443599701;-97.9963760376;
7.3282456398;-98.2196197510;
7.4131026268;-97.9266662598;
7.4989418983;-96.8890304565;
7.5857758522;-96.2310943604;
7.6736145020;-96.9906005859;
7.7624707222;-98.8613510132;
7.8523559570;-104.2789916992;
7.9432821274;-109.9455337524;
8.0352611542;-100.9799118042;
8.1283054352;-97.2316589355;
8.2224273682;-96.3558197021;
8.3176383972;-97.1445236206;
8.4139518738;-97.8561019897;
8.5113801956;-97.8183898926;
8.6099376678;-99.0591049194;
8.7096357346;-102.8218994141;
8.8104887009;-107.5901641846;
8.9125089645;-105.1569595337;
9.0157108307;-100.9609451294;
9.1201076508;-97.2738342285;
9.2257137299;-95.9142456055;
9.3325433731;-95.2874908447;
9.4406089783;-94.0503997803;
9.5499258041;-93.5827026367;
9.6605091095;-94.5512847900;
9.7723722458;-96.8204116821;
9.8855314255;-101.4668884277;
10.0000000000;-97.7107925415;
10.1157941818;-97.7143554688;
10.2329292297;-97.6736297607;
10.3514213562;-97.6191711426;
10.4712848663;-97.5895156860;
10.5925369263;-97.6129989624;
10.7151927948;-97.6925048828;
10.8392686844;-97.7989578247;
10.9647808075;-97.8785934448;
11.0917472839;-97.8965301514;
11.2201833725;-97.8184890747;
11.3501071930;-97.6680603027;
11.4815349579;-97.5160598755;
11.6144876480;-97.4426574707;
11.7489767075;-97.5125961304;
11.8850231171;-97.9849777222;
12.0226459503;-98.8503570557;
12.1618614197;-99.6246566772;
12.3026885986;-100.4547729492;
12.4451465607;-101.2171096802;
12.5892543793;-101.7794189453;
12.7350311279;-102.0674133301;
12.8824958801;-102.1097640991;
13.0316677094;-101.9106063843;
13.1825675964;-101.5968933105;
13.3352146149;-101.2961654663;
13.4896287918;-100.8804244995;
13.6458311081;-100.3462219238;
13.8038425446;-99.4314727783;
13.9636831284;-98.6161117554;
14.1253747940;-98.2090759277;
14.2889385223;-97.8811035156;
14.4543962479;-97.8448257446;
14.6217708588;-98.0149993896;
14.7910823822;-98.3371276855;
14.9623546600;-99.1243438721;
15.1356105804;-100.2046356201;
15.3108730316;-101.2313690186;
15.4881677628;-101.6718978882;
15.6675128937;-101.3741836548;
15.8489332199;-100.5134277344;
16.0324554443;-99.7944030762;
16.2181015015;-99.5497131348;
16.4058990479;-99.6558685303;
16.5958709717;-99.8796615601;
16.7880401611;-99.8807144165;
16.9824371338;-99.4680938721;
17.1790847778;-98.9120407104;
17.3780078888;-98.4883422852;
17.5792369843;-98.4224853516;
17.7827949524;-98.8217544556;
17.9887084961;-99.5936355591;
18.1970081329;-100.4641876221;
18.4077186584;-100.8715820313;
18.6208705902;-100.3978118896;
18.8364906311;-99.7053146362;
19.0546054840;-99.2207641602;
19.2752475739;-99.0702438354;
19.4984436035;-99.3404159546;
19.7242259979;-99.7907104492;
19.9526214600;-100.1957397461;
20.1836605072;-100.6677627563;
20.4173774719;-101.3683166504;
20.6538047791;-102.0517959595;
20.8929634094;-102.6168899536;
21.1348934174;-103.0939483643;
21.3796234131;-103.5986709595;
21.6271877289;-104.0513992310;
21.8776187897;-104.2291183472;
22.1309490204;-104.2437438965;
22.3872127533;-104.2740020752;
22.6464443207;-104.0597305298;
22.9086780548;-103.5292968750;
23.1739463806;-103.2081527710;
23.4422893524;-103.4200744629;
23.7137374878;-103.7792968750;
23.9883289337;-103.3214950562;
24.2660999298;-101.8965072632;
24.5470886230;-100.3837280273;
24.8313293457;-100.0520706177;
25.1188621521;-100.5534133911;
