Window;1;Noise Spectrum;
Trace;1;
1.0000000000;-57.8499603271;
1.0115795135;-58.0483131409;
1.0232930183;-58.3012695312;
1.0351421833;-58.6058082581;
1.0471285582;-58.9103469849;
1.0592536926;-59.2148857117;
1.0715192556;-59.5194244385;
1.0839269161;-59.8165855408;
1.0964782238;-60.0914077759;
1.1091748476;-60.3662300110;
1.1220184565;-60.6410484314;
1.1350108385;-60.9158706665;
1.1481536627;-61.1049118042;
1.1614485979;-61.0774116516;
1.1748975515;-61.0499114990;
1.1885021925;-61.0224075317;
1.2022644281;-60.9949073792;
1.2161860466;-60.8046569824;
1.2302688360;-60.5001411438;
1.2445145845;-60.1956291199;
1.2589254379;-59.8911132812;
1.2735030651;-59.5775375366;
1.2882494926;-59.2045097351;
1.3031667471;-58.8314781189;
1.3182567358;-58.4584426880;
1.3335214853;-58.0854110718;
1.3489629030;-57.7346878052;
1.3645831347;-57.3865966797;
1.3803843260;-57.0385093689;
1.3963683844;-56.6904182434;
1.4125375748;-56.4286117554;
1.4288939238;-56.1815910339;
1.4454398155;-55.9345664978;
1.4621771574;-55.6875457764;
1.4791084528;-55.6311950684;
1.4962356091;-55.5762519836;
1.5135612488;-55.5213088989;
1.5310875177;-55.5531005859;
1.5488165617;-55.7911872864;
1.5667510033;-56.0292778015;
1.5848932266;-56.2673645020;
1.6032453775;-56.8422279358;
1.6218100786;-57.5292129517;
1.6405898333;-58.2162017822;
1.6595869064;-59.2278137207;
1.6788040400;-60.8596763611;
1.6982436180;-62.4915313721;
1.7179083824;-64.0481414795;
1.7378008366;-64.5308151245;
1.7579236031;-65.0134963989;
1.7782794237;-65.4961700439;
1.7988709211;-64.9355545044;
1.8197008371;-64.2675094604;
1.8407719135;-63.5994567871;
1.8620871305;-63.5642852783;
1.8836491108;-63.6333084106;
1.9054607153;-63.7023277283;
1.9275249243;-63.7806358337;
1.9498445988;-63.8598175049;
1.9724227190;-63.9262275696;
1.9952623844;-63.8115692139;
2.0183663368;-63.6969146729;
2.0417380333;-63.5592269897;
2.0653800964;-63.3698425293;
